"k","alpha0","alpha1","beta1"
1463,0.101034003063197,0.402649306697025,0.391522050270804
1464,0.101036079566606,0.402845508539367,0.391597100965141
1465,0.101032895928016,0.40271289738319,0.391715728687472
1466,0.100987110320582,0.402680299765513,0.392309184304084
1467,0.100971212180253,0.403431497693021,0.392448920228802
1468,0.100697622937329,0.403757969654797,0.392684818942214
1469,0.100661268761969,0.403403816456085,0.392684473559275
1470,0.100644485541823,0.404073942479024,0.39256273599983
1471,0.100610660841288,0.404138358014083,0.392526781166697
1472,0.100635198730831,0.404173131715149,0.392509424331918
1473,0.100654753331437,0.404733854035784,0.392716155912424
1474,0.100670264671492,0.404151993116079,0.392560917373979
1475,0.100645898208729,0.404101397108613,0.39229642801079
1476,0.100673356565939,0.403541877872844,0.392224101968939
1477,0.10066828733183,0.403365120428434,0.3921340632273
1478,0.100640715861399,0.403520269824279,0.392287220429361
1479,0.100614287829482,0.403563035436665,0.39207105650126
1480,0.100637256999427,0.403430541973385,0.391936096737802
1481,0.100534934432888,0.403138886811246,0.391848194114876
1482,0.1005383690507,0.403338109892659,0.39202994996852
1483,0.100425655383923,0.403467648109289,0.391823132103734
1484,0.100404325794271,0.403663711327773,0.391767102337492
1485,0.10037724496268,0.403662140704156,0.391876663216218
1486,0.100356926383368,0.403492486903295,0.391765735805776
1487,0.100337703809802,0.403629176476166,0.391703014835713
1488,0.100254904285284,0.403552375009184,0.391579483960332
1489,0.100427407854781,0.403442663372984,0.39131755381083
1490,0.100428832364551,0.403427044646573,0.391760784554359
1491,0.100352003151492,0.40362561572854,0.391599002302921
1492,0.100326109333549,0.403763088474372,0.391596554029831
1493,0.100296944521602,0.40361056680953,0.39159281413508
1494,0.100308881997315,0.403334302000166,0.391469516403945
1495,0.100313424596386,0.403404636513847,0.391379519162484
1496,0.100225033355154,0.40335750398879,0.391321663417094
1497,0.100373730849197,0.403773236814712,0.391536079389592
1498,0.100489651246152,0.403651296913132,0.391699260022626
1499,0.100385606041318,0.403471447496539,0.39173781214873
1500,0.100380480805984,0.403518972796392,0.391683875762501
1501,0.100392882337418,0.403530287834828,0.392368073328353
1502,0.100401599177768,0.403429848324923,0.392466811456643
1503,0.100390563754717,0.403333326859155,0.392245949613238
1504,0.100293383007003,0.403403002196152,0.392147453753692
1505,0.100325075520318,0.403609814526533,0.392283253601021
1506,0.100310910247332,0.403531737126323,0.392614751201977
1507,0.100316283410072,0.403481513160451,0.392578378522373
1508,0.100291977592553,0.403432655696924,0.392582392157748
1509,0.100299434663606,0.403766153402759,0.392674847446492
1510,0.100296155298305,0.404033349973634,0.392640782856826
1511,0.100298799062513,0.404231243744631,0.39256714439859
1512,0.100279386273075,0.404244369006777,0.392248544665056
1513,0.100272397791623,0.403490480519459,0.392252668750773
1514,0.100293455984782,0.403356239101069,0.392308293293248
1515,0.100403705891895,0.403434925204667,0.392416450403382
1516,0.100292822462048,0.403348965953032,0.39228945380373
1517,0.100259924073595,0.402820401152991,0.392247505855062
1518,0.100301931453479,0.402714397903038,0.392255988392036
1519,0.100295367762405,0.402765114760869,0.39237786800609
1520,0.100311473347108,0.401819707978148,0.392223357956279
1521,0.100310207387017,0.402187776782723,0.39194135362821
1522,0.100309177843246,0.402390969615344,0.391826773340225
1523,0.100343310720484,0.401826973893947,0.391962902252652
1524,0.100338797555474,0.401923983358147,0.391948441629911
1525,0.100364418163503,0.401882386925886,0.392057723633901
1526,0.100344392579711,0.402136877797596,0.392009779136927
1527,0.100432570565707,0.402172551766503,0.39211929161945
1528,0.100442596574385,0.401603044925155,0.392113494968111
1529,0.100550065549416,0.402501592886844,0.392228546662138
1530,0.100505326545195,0.402642319153727,0.392083068178506
1531,0.100499889492414,0.403356709657713,0.392084667404055
1532,0.100491823520731,0.403632609592211,0.392092805011849
1533,0.10041523840618,0.4035814254455,0.391932969174881
1534,0.100315396501544,0.403650625095779,0.392211933418721
1535,0.100346169659955,0.40328528773816,0.392734044555805
1536,0.10041419505061,0.403282627986151,0.392895677590239
1537,0.100386902186482,0.404059459623817,0.392871969027563
1538,0.100406318097911,0.404395750410384,0.39277682860649
1539,0.100435835054782,0.404414393673401,0.39282551253437
1540,0.100446037194385,0.404484077769834,0.392764907537794
1541,0.100417394829427,0.404396142869015,0.392743222634979
1542,0.1006106131482,0.404485585812033,0.392813127012188
1543,0.100679483778373,0.404401083704167,0.39322135905136
1544,0.100639142802334,0.404185639401131,0.393499163754085
1545,0.100610175455225,0.404219133624195,0.393935527928501
1546,0.100634955276948,0.404085421061496,0.393909585661549
1547,0.100637651050922,0.404091303667446,0.393943166350498
1548,0.100759336921067,0.40442920183932,0.394022432680805
1549,0.10074048415306,0.404412241009213,0.393945096366958
1550,0.100676767187447,0.404519107956419,0.393854747927684
1551,0.100727453135921,0.404534300613672,0.393838714663949
1552,0.100634532945208,0.404751983465704,0.393863075753206
1553,0.100761569402008,0.404469321725021,0.393922146485489
1554,0.100797982323979,0.403933330181595,0.393568346333156
1555,0.100859845262073,0.404225738895604,0.39358478905069
1556,0.100832417384448,0.404258829599124,0.393893938483381
1557,0.100866916671045,0.404188950852327,0.394042766805508
1558,0.101001142686639,0.403807342575821,0.393968891086085
1559,0.100988263170627,0.403200225172397,0.393857256132519
1560,0.100786117176768,0.40374272015994,0.394001863023097
1561,0.100800827601879,0.404068118713785,0.394068777293778
1562,0.10073598324839,0.404152771794845,0.394148132776777
1563,0.100728962168385,0.404143287743489,0.394130310223974
1564,0.10068805092824,0.403805006882841,0.394264479240469
1565,0.10078499923325,0.403770427057467,0.394286289790843
1566,0.10079534266256,0.403597159279861,0.394506478694716
1567,0.100734939493739,0.403668885226394,0.394655360895914
1568,0.10078313893378,0.403348685481074,0.394686418502324
1569,0.100652785809296,0.403407322200571,0.394748117892974
1570,0.100559365401668,0.403369440259007,0.394754135807724
1571,0.100623783051313,0.403153653747763,0.395033589372824
1572,0.100597731358744,0.403099764907066,0.395050843062426
1573,0.100575525689488,0.402832545960766,0.395055685376903
1574,0.100609296616576,0.402784773614143,0.395231487306795
1575,0.100633387119798,0.402735570441716,0.395201232965343
1576,0.100662758996837,0.402776387733138,0.395424510686887
1577,0.100626050461199,0.402150523548235,0.39539008247757
1578,0.100720903669695,0.401613849877805,0.395401126450685
1579,0.100707464366179,0.40208397024974,0.395405704176887
1580,0.100663431474451,0.401836271635575,0.395923909353255
1581,0.100692472190669,0.401857414317385,0.395973955179724
1582,0.100620430240837,0.401891730139421,0.395792717637077
1583,0.100637914535088,0.401347639053741,0.395658020029672
1584,0.100614933806454,0.401714982575163,0.395919288121888
1585,0.100555970336629,0.401774920924977,0.395974525709141
1586,0.1005013591954,0.401829204572117,0.39597045899968
1587,0.100481020169187,0.401774898160208,0.395296883773921
1588,0.10044995609178,0.401642923087402,0.395441291841064
1589,0.10047034559746,0.401506470368559,0.395552745876195
1590,0.100534217698525,0.401569222365635,0.396133893687081
1591,0.10045621573717,0.401332122080823,0.395986346055858
1592,0.100462386053943,0.400927808468529,0.395991997249446
1593,0.100470115734289,0.401081124400151,0.39594668944851
1594,0.100467855275314,0.400590868136091,0.395801334870949
1595,0.100460503865293,0.400618445379595,0.395791614769622
1596,0.100491474426837,0.400593563445152,0.395618848714685
1597,0.10044630977471,0.400583627952365,0.395638035012565
1598,0.100454410799507,0.400617236202411,0.395680343827489
1599,0.100375471712019,0.400577011369372,0.395670518746967
1600,0.100312252471814,0.400490325972768,0.395766238194061
1601,0.100315297899563,0.400472837741794,0.395662038148649
1602,0.100261162480851,0.400522310216782,0.395696621772172
1603,0.100227087842783,0.401103833400855,0.395686982091043
1604,0.10022457702002,0.401539163972942,0.395646617200024
1605,0.100206825732372,0.401324072020537,0.395775606069018
1606,0.100323729749101,0.401110845955693,0.395469407858374
1607,0.100274750311013,0.400935043763456,0.395538698797008
1608,0.100339459476164,0.400944902957296,0.39552166282644
1609,0.100346782438361,0.401171161556038,0.395507430817595
1610,0.100357573440684,0.401737292294174,0.395503235447145
1611,0.100392410745252,0.401675302559782,0.395349214005819
1612,0.100336584571553,0.401614722477181,0.395348123250895
1613,0.100375368493253,0.401919220270678,0.395160660200449
1614,0.100490753344456,0.402024664654718,0.395742202526846
1615,0.100487889592384,0.401718653318812,0.39582630288029
1616,0.100468194119236,0.401758769697935,0.395748276904786
1617,0.100469244453236,0.401810512831481,0.395738505330128
1618,0.100479226809142,0.402078602905922,0.395801850218046
1619,0.100654048020287,0.402950796188,0.395737876525476
1620,0.100600113714294,0.403087540650844,0.395647485399311
1621,0.100603094137027,0.403060198175773,0.395693452003641
1622,0.100671043472043,0.403036436244765,0.395751862842604
1623,0.100693331049435,0.40316316302048,0.395773649798347
1624,0.100687159201597,0.403140806494824,0.395722432513486
1625,0.100702531800005,0.403019315838483,0.39585911207509
1626,0.100678842333389,0.403101651987377,0.395836039093915
1627,0.10068315839099,0.403319174738656,0.39555465105117
1628,0.100685206520795,0.40309043109215,0.395859744493391
1629,0.100643623174837,0.403216147394404,0.395937623417379
1630,0.100500747550621,0.403364782989092,0.396386516466462
1631,0.100383248323039,0.403275985206392,0.396378368976202
1632,0.100362802673422,0.403158961844244,0.396347485667734
1633,0.100372893007052,0.403497770992047,0.396388554193817
1634,0.100271949685981,0.403682425773796,0.396366122289732
1635,0.100210174458003,0.403545365033132,0.396433442361517
1636,0.100200372974734,0.403535482274508,0.396971926548945
1637,0.100198118950464,0.403276355036756,0.396735995474115
1638,0.100215875133769,0.403258150247097,0.396743407510296
1639,0.100214496091957,0.403340074940834,0.396733082293702
1640,0.100226180409446,0.403593596347184,0.396692596049709
1641,0.100233641805618,0.403253380998893,0.396733311555689
1642,0.100250059339916,0.403372696542798,0.396927219396653
1643,0.100227690214409,0.402865241005491,0.396837412653385
1644,0.100375542209361,0.401807632771615,0.396755523463056
1645,0.100443471187654,0.402426928082406,0.396740977585528
1646,0.100465620731698,0.402614652173106,0.396826481941618
1647,0.100439485286305,0.402548311319898,0.396860916534594
1648,0.100429466459521,0.402699715152205,0.396795007109871
1649,0.100329060482226,0.402927401999337,0.396835253939632
1650,0.100311074095308,0.403735921881618,0.396772424713117
1651,0.100218334026819,0.403897551745471,0.397039468610547
1652,0.100203220062184,0.404037921736131,0.396948567270863
1653,0.100150414663655,0.40432687446645,0.396824813887451
1654,0.100153815297496,0.4043809760468,0.396733044192704
1655,0.100147479897806,0.404392073270366,0.396527856803893
1656,0.0999931571835578,0.404474689382939,0.396532035802516
1657,0.0999589820726443,0.404419329515375,0.396843481188593
1658,0.0999718965081862,0.404892955329561,0.39680143248319
1659,0.0999611415297078,0.404832787449971,0.396550142150003
1660,0.0999535982894474,0.404742669600119,0.396679313491469
1661,0.0999530261249444,0.404818808619342,0.396689910765132
1662,0.0999740008097684,0.405204417457644,0.396656934268596
1663,0.0999696859320537,0.405271466009261,0.396239721327625
1664,0.0999743763878793,0.405452244556458,0.396303608787093
1665,0.0999571015084625,0.405141488158128,0.396291343912035
1666,0.100148146377704,0.405017212214559,0.396368900184982
1667,0.100122842398587,0.405073782469391,0.396656776799036
1668,0.100121087717317,0.405223464308629,0.396700453942992
1669,0.10011704519775,0.404914603046243,0.396855641356506
1670,0.10003038068097,0.405016610156731,0.396779277728592
1671,0.0999868868003865,0.405329561443772,0.396493509671067
1672,0.0999709825811292,0.405366964705205,0.396283049487515
1673,0.100165096933868,0.405379156212936,0.396255607734317
1674,0.100164582534399,0.405358516741525,0.396316058794218
1675,0.100162501980154,0.405133525806717,0.396058142892991
1676,0.100182578664004,0.405169851759267,0.396065207999492
1677,0.100245605410887,0.405392453162951,0.396074114189529
1678,0.100167529393518,0.405274817670271,0.396122588800061
1679,0.100018907451009,0.40525504498807,0.39611923376943
1680,0.0998423348635444,0.40509112287956,0.396058090324868
1681,0.0998741255663322,0.405090330336371,0.396061626854524
1682,0.0998294186541823,0.405190177156083,0.396524028274691
1683,0.0998029078077013,0.40512298051697,0.396632749596038
1684,0.0997989078722302,0.405112637574652,0.396780923514335
1685,0.0997363166978531,0.405067192499181,0.396386201594689
1686,0.0998201987238571,0.404800046449511,0.396383758519651
1687,0.0998743200589829,0.405158658143485,0.396725644679903
1688,0.0998647314936491,0.40508579146504,0.396679968130181
1689,0.0998560042147138,0.405050455327081,0.396678738787958
1690,0.1000058330366,0.405285648510604,0.396358718166472
1691,0.100030422555788,0.405234284378362,0.396324417925407
1692,0.100069451737571,0.405503480161314,0.396193342814276
1693,0.10018689266155,0.40552657766695,0.396180193597097
1694,0.100211570716956,0.405531305947085,0.396112247731283
1695,0.100170455935771,0.40587601373867,0.396036730258205
1696,0.100051162797026,0.405935786600993,0.396013987413155
1697,0.100042869001448,0.405903830405224,0.396012776894524
1698,0.100054474530274,0.405894735765823,0.396115896100967
1699,0.100144192548296,0.405967076558339,0.396121594778913
1700,0.100123058424019,0.406042941912543,0.396723930527378
1701,0.100311460936366,0.406082818609959,0.397184973777824
1702,0.100359488830523,0.405823106695265,0.397121007562396
1703,0.100369201234988,0.405822786855869,0.397051711965944
1704,0.100471164793438,0.405981919790205,0.396989788452632
1705,0.1004695867905,0.406008751828309,0.396945954263732
1706,0.100472866455181,0.405783127159852,0.396812678955345
1707,0.100462905474644,0.405363473026238,0.396962945831395
1708,0.100411971333952,0.405464946674721,0.396938186963954
1709,0.100421981376914,0.405761864750245,0.39701300695368
1710,0.100424501412932,0.405799630759163,0.397122310084559
1711,0.100437692370049,0.40584457623382,0.397237329199989
1712,0.100506937077186,0.405701004723348,0.397214423730908
1713,0.100503480672172,0.406334130020654,0.397151650854499
1714,0.100485317207517,0.40625718303835,0.397232938642501
1715,0.100440497237044,0.40629165516022,0.397229670126137
1716,0.100508785510368,0.405947363536702,0.397203011251036
1717,0.100474745852787,0.406278443069237,0.39742791556941
1718,0.100491220529256,0.405730330720733,0.397310204857755
1719,0.100480490681278,0.405782271978641,0.397141883368959
1720,0.100484875820508,0.405623875665842,0.397574324213119
1721,0.100508081686882,0.405725523149565,0.397633769247552
1722,0.100508180878404,0.405787046819197,0.397612094659668
1723,0.100559307932994,0.405785251391037,0.397579659499057
1724,0.10059099136031,0.405577906272493,0.397601146046129
1725,0.100579791137039,0.405303725967864,0.397603906355102
1726,0.100485064897255,0.405192103948094,0.397925818737464
1727,0.10043755079379,0.405402735450288,0.398025211571257
1728,0.100223338632071,0.405416947174158,0.397811900199939
1729,0.100179874446964,0.405066663460686,0.397832322190156
1730,0.100271959421835,0.405011747090345,0.397942797004914
1731,0.100027333934053,0.405322006558131,0.397355046684313
1732,0.100031521360862,0.405285172994446,0.396875428805136
1733,0.100008939755442,0.405194652023464,0.39685975582342
1734,0.1001790970322,0.405047063954261,0.396879986557664
1735,0.100236825468275,0.404927971153839,0.396857679931642
1736,0.100240269471168,0.403810110911618,0.397140869161561
1737,0.0998293367205128,0.403835766474902,0.397138846667254
1738,0.0996092621643721,0.404158384353724,0.397059319301191
1739,0.0995368308178261,0.404169056873008,0.39711117454066
1740,0.0993790664249291,0.404197509364009,0.39697112007391
1741,0.0994270363562375,0.404201078364608,0.397029444315771
1742,0.0994517437161606,0.404137513568177,0.397237692724012
1743,0.0994049730711675,0.403992216054795,0.397266026586675
1744,0.0994428327448514,0.403898354709564,0.397146451580292
1745,0.0994059753034191,0.403892472914103,0.396692401598141
1746,0.0993942907138652,0.403701572152369,0.396881497224515
1747,0.0994163297141107,0.403719751636328,0.39710362353546
1748,0.0993752171729199,0.404235852933249,0.396962821179234
1749,0.0993116067370553,0.404271333926132,0.396988523438486
1750,0.0993066691623718,0.404609361042471,0.397007414197038
1751,0.0992957693625258,0.404288728068306,0.396983524608068
1752,0.0993080197738593,0.404263289213495,0.396840971264051
1753,0.0992599140352682,0.40445503172211,0.396843184621424
1754,0.0993069265113555,0.404494751229732,0.396706235267083
1755,0.0993211151332887,0.404580533362924,0.396866115086701
1756,0.0993028000811196,0.40463893690665,0.396847887679901
1757,0.0992973140989695,0.404620670554649,0.396885060898516
1758,0.0993141053418028,0.40460306619397,0.396808144092315
1759,0.0993712761267459,0.405090442929532,0.39657662898696
1760,0.0993523164257023,0.405398914270842,0.396581431460401
1761,0.0993498943242072,0.405333211281037,0.396568078458889
1762,0.0993711386761904,0.405351629826921,0.39660138582674
1763,0.099382488732302,0.405335366629347,0.396467793856039
1764,0.0995054454568878,0.405328171650077,0.395906157083285
1765,0.0994587035241399,0.405469128185093,0.39613890594825
1766,0.0994616779921553,0.405675570568246,0.396254233828668
1767,0.0994027153556318,0.405715524132863,0.396347721996919
1768,0.0994120988670491,0.405998910223312,0.396423082516471
1769,0.0994683179716787,0.406172591412538,0.396375607368313
1770,0.0994575356306742,0.405694199203703,0.396286995368126
1771,0.0994780626612879,0.405977731210736,0.396263592440636
1772,0.0994879778752868,0.406109837483785,0.396049475469885
1773,0.0994920546214897,0.406056879899113,0.39605446507479
1774,0.0995848889796711,0.405297763066378,0.395932559432694
1775,0.0995506289260381,0.405336792766868,0.395964467770264
1776,0.0995269987132222,0.405056706257634,0.39640235264501
1777,0.0997089483609457,0.405065109139507,0.396373666129109
1778,0.0997057891930949,0.404960501966301,0.395893134845713
1779,0.0996548500212838,0.404873396229872,0.395914070567079
1780,0.0996288347402089,0.404985368368291,0.395926448286456
1781,0.0996784717181524,0.405129162174498,0.395608037804404
1782,0.0995770311868782,0.404682763722754,0.39552613834667
1783,0.0995328727398988,0.404685606513975,0.395393124685038
1784,0.0995453298764267,0.404998687385498,0.395483099495595
1785,0.099524201179162,0.404947096434086,0.395351825841175
1786,0.09952932903261,0.404910902480215,0.395362272826979
1787,0.0995440567448401,0.404815023879536,0.395219786608124
1788,0.0995543946445364,0.405431054773868,0.394978210559401
1789,0.0995535556586596,0.40538047408111,0.395015483111547
1790,0.0995682297091223,0.405061865072494,0.394965605713331
1791,0.0995986155402158,0.405070699254126,0.395070756692744
1792,0.0996038375771934,0.404946187189065,0.395240053163488
1793,0.0996101082190863,0.404954564231091,0.395181211425915
1794,0.0995925126603088,0.404519545653642,0.395244971702549
1795,0.0996050508218676,0.404479425378545,0.395183630356157
1796,0.099481442449676,0.40468142211228,0.395189116887011
1797,0.0994936596024273,0.40533879660084,0.394899162880703
1798,0.099530994762763,0.405473209069659,0.395028830286549
1799,0.0995229985307217,0.405416700022423,0.394955607713632
1800,0.0995139558839075,0.405982835686082,0.394939135357728
1801,0.0994442751730313,0.405635043013073,0.394898405167612
1802,0.0994173270714702,0.405548193439653,0.394910790607199
1803,0.0994245785686675,0.404539828266832,0.395002864071664
1804,0.0994573636304,0.403972531941736,0.395152400536504
1805,0.0994746971876228,0.403975977201071,0.395147652980395
1806,0.099444689190737,0.403769121284658,0.395171110393925
1807,0.0993475646717393,0.403714138581383,0.395199924890539
1808,0.0992187878066119,0.403683765903223,0.395156545491889
1809,0.0992266637352211,0.403167598911206,0.395198804876401
1810,0.099201113333303,0.40274587596185,0.395165141930598
1811,0.0991918589416329,0.402271610144662,0.395095859382993
1812,0.0991889485236998,0.401911015375956,0.395201204156017
1813,0.0990454034455274,0.401642833355315,0.395704041419389
1814,0.099042845429997,0.401252972738956,0.395562820877595
1815,0.0991008334509142,0.401517675412949,0.395477213923057
1816,0.0991078986701759,0.40151953537408,0.395535319893335
1817,0.0989676998730638,0.40155998267119,0.39554895929015
1818,0.0989767308919142,0.401598533078685,0.395615077916815
1819,0.0989900428673648,0.401532875053603,0.395626189442063
1820,0.0990008498594046,0.40160079131458,0.395664999293747
1821,0.0989590055075238,0.401070680415101,0.395718113688169
1822,0.0989475985976044,0.40143809988174,0.395812906453633
1823,0.0989494865814221,0.401286963258655,0.396497529835812
1824,0.098968671277525,0.401331587763327,0.396467944973961
1825,0.0989821205135815,0.401902079486734,0.396476938700276
1826,0.098978634165182,0.402116521327329,0.396416716738666
1827,0.0989636032967328,0.402169744561976,0.396359931359451
1828,0.099138615859941,0.402023915711573,0.396231911655563
1829,0.0991339139504205,0.402090802124024,0.396331235923919
1830,0.0990392498384623,0.401496964410529,0.396254971087207
1831,0.0990711031337502,0.401493385606795,0.396043120104862
1832,0.0990835519339721,0.401762862115929,0.395927549012812
1833,0.0993770733786222,0.40162864996931,0.395925355065511
1834,0.099314252550494,0.401714675669535,0.396163039946816
1835,0.0993536106137949,0.402125330109114,0.396060917160457
1836,0.0993917687885707,0.401935967255012,0.396206547734324
1837,0.0992994033671906,0.401441415200561,0.396532211592557
1838,0.0992768803513894,0.401468056942506,0.396527163701287
1839,0.0992027210651249,0.401453463930054,0.396089338067468
1840,0.0990883032643293,0.401411861597922,0.396073617712153
1841,0.0990927453891977,0.40152587107481,0.396072553428696
1842,0.0991008737419523,0.401540493091476,0.396022243761545
1843,0.0991045157821626,0.401519559105262,0.396080716706416
1844,0.0990814580018559,0.401541770061192,0.396067608443567
1845,0.0990942333822237,0.401883399863438,0.396033711167792
1846,0.0991104996547102,0.402079759060247,0.395818813324385
1847,0.0991231424197521,0.401758599413331,0.395805505614049
1848,0.0991438094350747,0.401803422784939,0.395788719861254
1849,0.0991256939655842,0.402095552721511,0.395687028840168
1850,0.0991211091864915,0.401797251868313,0.395820157510586
1851,0.0991385240447273,0.402252028301414,0.395814285710879
1852,0.0991839906787404,0.402240941801946,0.395928808317554
1853,0.0992109567839757,0.402453495288161,0.395955264605561
1854,0.0991849004975153,0.402126696648264,0.395859149648204
1855,0.0992747654862121,0.40203311366714,0.395864628572496
1856,0.0992526332051159,0.402045469518585,0.395556850225209
1857,0.0992877901992377,0.402007212544584,0.395748772342159
1858,0.099269866580476,0.402114630208287,0.395767219393568
1859,0.0991096541806067,0.402283368370535,0.395781889530473
1860,0.0991163886132486,0.402223789118057,0.395725470443866
1861,0.0991152093471405,0.402410129266759,0.395597631088528
1862,0.0990937433867343,0.403100817842558,0.395333289480601
1863,0.0990948865387509,0.403190367415512,0.395458822536203
1864,0.0991762744171886,0.403164570380446,0.395623143348648
1865,0.0991699421254925,0.403078557210175,0.395648037643431
1866,0.099098262815358,0.403083176733934,0.395386081639699
1867,0.0990907400272144,0.403405972556266,0.395545920526757
1868,0.0990705590708063,0.403443886290091,0.395384590451293
1869,0.0990818381507008,0.403439874588479,0.395405749667287
1870,0.099048054749628,0.403568781454566,0.395450205130427
1871,0.0990168593247459,0.403519921196943,0.395507359566968
1872,0.0990133972594359,0.403506965927063,0.39559458152936
1873,0.0989284275157147,0.403658169242968,0.395433853895425
1874,0.0989182541301672,0.403695866881029,0.39547609007733
1875,0.0990913427929994,0.404374065996953,0.395417644745094
1876,0.0992178688257831,0.404717453190951,0.395339629529537
1877,0.0992619496714838,0.404378478628581,0.395280984467461
1878,0.0990719581820433,0.404392445068302,0.395249680980721
1879,0.0991322851159071,0.404758017844046,0.39520340212982
1880,0.0991547100331974,0.404647457004394,0.395123644178559
1881,0.0990536733674821,0.404605237159719,0.395113447851498
1882,0.0990518633316332,0.404879091704254,0.394934543446594
1883,0.0990820896665721,0.405423667222958,0.395207828963185
1884,0.0990193824336387,0.405183225494456,0.395148550061822
1885,0.0990281270582831,0.405147465937936,0.395016172216062
1886,0.0990950943026114,0.40501456774678,0.395055893994672
1887,0.0991254749015661,0.405030542990625,0.395041864554894
1888,0.0991150365498857,0.405088867783378,0.394611613483249
1889,0.0989676514931436,0.405049159537565,0.394663700128576
1890,0.0989257415702643,0.404776254784236,0.39464387168591
1891,0.0989480927602362,0.404631787120828,0.394586708356831
1892,0.0989587371731858,0.404639041845413,0.394616678994863
1893,0.0989787129271874,0.404611523629299,0.394485117367251
1894,0.098951698541189,0.404571340784837,0.394297865504705
1895,0.0990380777372341,0.404498353614826,0.394367966617609
1896,0.0988694243853427,0.404380988405022,0.394734270649349
1897,0.0988282315212261,0.404586902842141,0.395210003134909
1898,0.0988063663679615,0.404729870417464,0.395145139006661
1899,0.0988436481308997,0.404678851803471,0.395210960152793
1900,0.0988382886416001,0.404748296417702,0.395275889852385
1901,0.0988406114147758,0.404706918470628,0.39516989651332
1902,0.0988280324853803,0.404510715095521,0.395162509200165
1903,0.0988216438048707,0.403792939999912,0.395213095466726
1904,0.098820598355297,0.403830559664816,0.395247472724589
1905,0.0988275255096274,0.403864359228537,0.395482145389205
1906,0.0988419408092327,0.403836614222995,0.395375906582864
1907,0.0988402939269254,0.404155564081583,0.395339014853676
1908,0.0987143763274573,0.404188944098587,0.395284360978474
1909,0.0987154408201338,0.404157374244457,0.395539656344491
1910,0.0987099857777912,0.404362933368857,0.395526190988398
1911,0.0986291235793259,0.4044487466905,0.395324543377945
1912,0.0986457169582427,0.404549240819503,0.395201567214321
1913,0.0986714579103046,0.404457182296965,0.395136859142787
1914,0.0986869385280743,0.404538990689989,0.394902373863727
1915,0.0987098636230252,0.404879132458186,0.394760311692844
1916,0.0985773096258705,0.405003473315486,0.394797458704342
1917,0.098595305364974,0.405141774670619,0.394708953564535
1918,0.0985031797353791,0.404984296188153,0.395698734112232
1919,0.0985075159946148,0.404925754028742,0.395682373190208
1920,0.0985063319349571,0.404992527861898,0.395681242849269
1921,0.0985446893834861,0.405254552320258,0.396115611775217
1922,0.0985423985834085,0.40533787534886,0.396129832250693
1923,0.098527531604923,0.404564652109209,0.396052613106175
1924,0.0984788520042599,0.404513676258385,0.396094625718377
1925,0.0985013570305269,0.404787198013785,0.395918735551891
1926,0.0984320216056309,0.404784230760253,0.395886337714854
1927,0.0984544019518798,0.40458898225847,0.395877098887792
1928,0.0984583664341833,0.404537509090905,0.395856173409544
1929,0.0983990572561347,0.404784091850851,0.3955933607627
1930,0.0983907003530496,0.404752596719738,0.395700068829673
1931,0.0983953936862898,0.405046003306239,0.39571621089867
1932,0.098315657640157,0.405106745882406,0.395731406997306
1933,0.0983091906165982,0.405153916020351,0.395705922714822
1934,0.0982929685144303,0.405248403320486,0.395523929582196
1935,0.0982932251750462,0.405357306950837,0.395649096453994
1936,0.098368303376825,0.405133011788486,0.395570609771866
1937,0.0983251056671555,0.405432084022343,0.395532383437465
1938,0.0983111954602473,0.405299255169853,0.395622307568609
1939,0.098287148180345,0.4061363219992,0.395778706168814
1940,0.0983038121325871,0.40628919286054,0.395961388098827
1941,0.0982230461549534,0.406843561800031,0.395925803644635
1942,0.0982320758964381,0.407132735008632,0.396191614460976
1943,0.0982669544479345,0.407025685780925,0.396039576472237
1944,0.098312315686002,0.407174681117847,0.396115875063995
1945,0.098301334004142,0.407168984340558,0.395618686325942
1946,0.0983050202341448,0.407072151127762,0.395532337853477
1947,0.0982819804932156,0.407244560046988,0.395688706964364
1948,0.0983408175415949,0.407903505836982,0.395662472666804
1949,0.0983487717244461,0.407848676295209,0.394271738351529
1950,0.09832618629578,0.407857775199941,0.394239436346823
1951,0.0982963726919026,0.407992810706765,0.394229866089252
1952,0.0981817291065291,0.408016429221347,0.394270189782183
1953,0.0981023624990515,0.408308394915706,0.394323211873076
1954,0.0978951906954617,0.408098898994645,0.394557391797866
1955,0.0979260537700638,0.408147423626816,0.394580659825325
1956,0.0979353427289973,0.408197632484479,0.394360350302544
1957,0.0978928600327832,0.408410188306647,0.394478037355605
1958,0.0978842029864564,0.408848240434408,0.394482648919055
1959,0.0979123949823663,0.40884560949987,0.394181779720585
1960,0.0979027649935139,0.409005294921653,0.393932505963767
1961,0.0979114263325828,0.40901829258351,0.39403748576447
1962,0.0980384482243225,0.4089706465718,0.39391637406964
1963,0.0980268777796149,0.408829308912289,0.393810071223737
1964,0.0979053918973008,0.408786483492887,0.393437003500043
1965,0.0978839489167199,0.408199366349149,0.39350597953347
1966,0.0978671327059783,0.408214375492662,0.393398513365858
1967,0.097869003433649,0.407922400502729,0.39425729649173
1968,0.0978614479914144,0.407983804675272,0.394827137695364
1969,0.0978558435451984,0.407967322605814,0.394574272601317
1970,0.0978523231995812,0.408110719140189,0.394243844508634
1971,0.0978421729579983,0.407933571319053,0.394165956866695
